round,N1_cov,N1_cov_var,N1_est_mean,N1_est_var,N2_cov,N2_cov_var,N2_est_mean,N2_est_var,NQ1_cov,NQ1_cov_var,NQ1_est_mean,NQ1_est_var,NQ2_cov,NQ2_cov_var,NQ2_est_mean,NQ2_est_var,T1_cov,T1_cov_var,T1_est_mean,T1_est_var,T2_cov,T2_cov_var,T2_est_mean,T2_est_var,W1_cov,W1_cov_var,W1_est_mean,W1_est_var,W2_cov,W2_cov_var,W2_est_mean,W2_est_var,X1_cov,X1_cov_var,X1_est_mean,X1_est_var,X2_cov,X2_cov_var,X2_est_mean,X2_est_var
0,,,1.0199150292087096,1.6554259388685026,,,218.63037705788636,16498.288802247935,,,0.7227827934147637,1.2039796139490142,,,218.33311205523103,16497.11050615502,,,2.118058501944357,3.8373308891851505,,,369.09143536531724,45406.53592037182,,,1.1528400714538438,2.7778135319316766,,,365.0767816328148,45140.98044186671,,,0.9652184304905111,1.0275160157333154,,,4.014653732502279,104.2560745949182
1,0.02936277534198521,0.010464254903389848,1.2622485817431666,2.806007270758788,121565.80691343333,5.185664859258585,711.7141567818463,23442.66554295105,0.02402379586375363,0.010836768041498477,0.941980402269211,2.2168782954250346,121575.0627324699,5.186542468932169,711.4356627127386,23440.483416594943,0.02957445566763846,0.0068381207663319185,2.361263993936781,4.3249390699928645,325441.66194609023,4.743124217386368,1175.8648384297592,68613.35420083522,0.024553983607385803,0.007029354441709338,1.3744432465546794,3.493063809912959,325471.9691979031,4.7515753826337885,1171.8877498253687,68497.69665602878,0.00023333004754234405,0.0002559620763182011,0.9868207473821015,0.9115805391900249,0.0007055694249479866,7.606813827756442e-06,3.9770886043926086,92.7549222216324
2,0.02245305557315808,0.005790681188194926,1.293774319066148,3.877446338943961,267147.20561536273,8.65158914033914,1251.9968385214008,30878.397168649022,0.020067717924177476,0.006169134425043711,0.9878404669260701,3.252922783253388,267149.76194798015,8.650989136269573,1251.7050097276265,30880.8342884105,0.02672305411704181,0.003919125374498081,2.4288898896671,6.818627005640055,743578.4389603154,9.09133501499173,2092.5435988962267,81789.79629879934,0.02352212044581544,0.004280829515881665,1.4473136109358715,5.49475758344254,743268.4463758313,9.109408733663578,2088.1782100021046,81593.4895564739,0.00012695729093016887,0.00011323712060579425,0.9815762787312283,1.121163186161699,0.04586723457548229,0.00040195049634805444,4.3653888941237975,114.11165054456164
3,0.016249495555869707,0.005365266592309535,1.2635556144769986,3.0286464384009184,481505.61613689206,23.70807972909618,1829.0958504573778,20309.76872184023,0.014501124766377042,0.0059887857356558175,0.9512130452074772,2.421379793242688,481509.7597560073,23.70821129986124,1828.8110831234258,20309.830786720948,0.020942947718369673,0.002826721409184628,2.4145869733728604,7.4089182083248515,1363341.045846186,22.716698693017925,3075.4246329484804,60014.92841322119,0.020203990186326425,0.0031598399518197274,1.4593658519892252,6.393991624383097,1363470.203749677,22.714791117964367,3071.6660837989584,60025.654502777004,0.00021290171808489616,0.00023447163455841478,0.9552211213836354,0.9080062860731889,0.06306724448571832,0.0008877340971946359,3.7585491495272216,71.04294482437889
4,0.012881150181491243,0.0038546832149362977,1.2687813021702838,3.341688399082651,643181.4311252333,47.4820154127757,2190.403450194769,13545.790454214299,0.01163530611893354,0.00428991084723234,0.9625765164162493,2.712248933201053,643184.0618589639,47.469838175525624,2190.1143572621036,13549.320717730508,0.04228753883136156,0.004283307133723079,2.6952566120071335,9.872637546447656,1864247.8498538395,56.804851272370755,3729.7452812102483,32818.46194641106,0.039633881162692126,0.004696250185879756,1.7083541580510255,8.439473961983447,1864834.5282188756,57.22800659783651,3726.313162631036,32586.0472709419,0.00020285495713666342,0.00021376575943967527,0.9869024539561079,0.948959074027518,0.11853484324831429,0.001581763022090024,3.4321185792033084,74.93843362938853
5,0.010854767050253643,0.003701104106714202,1.1642173385465822,2.9328456420779747,827494.8510807179,49.85978562968133,2610.6594310368073,16596.43820426122,0.009802212401579455,0.004112722576487153,0.85883780504247,2.383387699821934,827495.9853708739,49.85054914839922,2610.369017122826,16599.536003254765,0.08180940597909767,0.009137345376590833,2.940152198661586,8.953301271580145,2408067.4615229974,57.86874601867922,4433.745054444117,41612.573750011914,0.06675055211541825,0.008674431315853041,1.8870052976716833,7.695092587041138,2408551.431516962,58.16444034715922,4429.854205859362,41409.345936130834,0.001176260425476791,0.0010139180605300642,1.0531469009899028,1.1601138901321635,0.09488622614444284,0.0008888725920304377,3.8908485847533956,106.74896154430381
6,0.009531017807379815,0.002836717123476857,1.270371396895787,3.359876008961375,1045285.1396439008,89.95268333720216,3046.7052383592018,11620.388640608759,0.00870269219846245,0.003190003748605786,0.9653547671840355,2.7281134707963974,1045285.3884236222,89.9684512888313,3046.4150498891354,11618.354806040594,0.06831282581187384,0.010957239357770637,2.4619180465734463,6.2344924283713725,3019301.175274713,87.59029509811526,5141.7413014793665,34470.727286540234,0.05562826628483967,0.010269332116615994,1.500454960855357,5.416931271979409,3020132.9825941194,87.66792788720507,5138.398119797497,34449.69050118157,0.0010819407732098087,0.0012293895253061649,0.9614630857180891,0.8800634387545836,0.12439490504162933,0.0020092646792572396,3.343181681867052,61.9106613109897
7,0.008181152501403872,0.0027020774646217254,1.2300873749525136,3.027726854066778,1302613.5998137603,52.10300868072983,3497.8460174749903,25000.736671383984,0.007464976422353526,0.00304775792707357,0.9195897176142839,2.449333772883114,1302614.564594906,52.108256314009566,3497.558819804989,24998.237452913803,0.06566242491857446,0.01558538054199493,2.250118090559399,4.213078066438388,3724494.7269735425,73.86738746098841,5875.060509447952,50421.368008183046,0.054853130730752514,0.015859368360010482,1.264725020635391,3.4587210212649513,3725202.5277777035,74.04200533158318,5871.227666384205,50312.0156064802,0.0009275175927874605,0.0010909432056916445,0.9853930699240082,0.8501978727659115,0.10663009957222704,0.0014771814043116256,3.8328430637519633,72.18483746207002
8,0.007899558726235325,0.0033576057246541544,1.1399521531100478,2.352735661674215,1621644.985510776,77.48958143258305,4002.1113769271665,20927.26474360464,0.007248410493441529,0.003972062110240104,0.8334662413609782,1.824848225498512,1621645.3282901605,77.49198407583839,4001.8216374269005,20926.620316020293,0.09694178740399682,0.009750880064001778,3.0549218725910268,9.941850045093442,4576919.4423106415,67.9579004789381,6680.759949449234,67349.33554530788,0.08066696242963861,0.009211667193463965,2.0165620348631474,8.757042643363727,4577560.404228587,67.85975844156859,6676.9613847263945,67456.18477510713,0.0011342841077211165,0.0010496635252937013,1.0383598377278795,1.0806168647269494,0.09339013202367365,0.0011650272209860375,3.798564722835712,80.1613304319461
9,0.008511243807142448,0.003844570353715933,1.0905032467532467,2.2138348434477173,1911546.2808080732,134.2023411019249,4319.160308441558,14243.76255371193,0.00770879178608292,0.004513194475293097,0.7923430735930735,1.7080566388804448,1911543.2203823633,134.13588526737405,4318.863771645022,14250.796619950508,0.08957513190946122,0.018673545882036294,2.3405014132043562,4.796899982216624,5403628.892044587,126.73683117183349,7273.446296052709,42636.6103845392,0.07497115627662809,0.020108354972751825,1.353809004014247,3.728358504622534,5404033.73494476,128.9902185758014,7269.396958684519,41894.91106078766,0.001009668828345948,0.0011122646537523706,0.9866924091901091,0.9077595201283237,0.0881049887114343,0.0005992802545632114,4.049337368170283,147.0180070852661
